Job_Title,Salary_Min,Salary_Max,Salary_Mid,Rating,Company_Name,Location,lat,lng,STATE,Industry
IT Business Lead Analyst - Reference Data,47000,91000,69000,3.7,"Citi
3.7","Tampa, FL",27.9942,-82.4451,FL,Investment Banking & Asset Management
Business Analyst/Data Analyst - Investment Bank - Multiple Roles,47000,91000,69000,3.0,"RMS Computer
3.0","Tampa, FL",27.9942,-82.4451,FL,Computer Hardware & Software
Data Governance Reporting Analyst,47000,91000,69000,3.5,"Pozent
3.5","Clearwater, FL",27.9789,-82.7622,FL,N/A
Financial Data Tracing Analyst,47000,91000,69000,3.0,"RMS Computer Corporation
3.0","Tampa, FL",27.9942,-82.4451,FL,Computer Hardware & Software
Data Highway Catalog Business Analyst,47000,91000,69000,3.7,"Citi
3.7","Tampa, FL",27.9942,-82.4451,FL,Investment Banking & Asset Management
Data management Senior Analyst,47000,91000,69000,-1.0,Lucayan Technology Solutions LLC,"Tampa, FL",27.9942,-82.4451,FL,N/A
"Data Analytics Analyst, Risk Weighted Assets, AVP",47000,91000,69000,3.8,"Citibank
3.8","Tampa, FL",27.9942,-82.4451,FL,Lending
Data Quality Lead Analyst (VP),47000,91000,69000,3.5,"Citibank
3.5","Tampa, FL",27.9942,-82.4451,FL,Lending
Data Analyst/Engineer,43000,94000,68500,3.0,"The Accuro Group
3.0","Tempe, AZ",33.3881,-111.9318,AZ,Staffing & Outsourcing
Finance Data Analyst,43000,94000,68500,4.9,"TekCom Resources, Inc.
4.9","Phoenix, AZ",33.5722,-112.0891,AZ,Staffing & Outsourcing
Data Analyst/Business Analyst with SQL,43000,94000,68500,3.9,"Diverse Lynx
3.9","Phoenix, AZ",33.5722,-112.0891,AZ,IT Services
Financial Data Analyst,43000,94000,68500,4.3,"Na Ali'i
4.3","DC Ranch, AZ",33.5722,-112.0891,AZ,Consulting
Technical Business/Data Analyst,43000,94000,68500,-1.0,"Capgemini America, Inc.","Tempe, AZ",33.3881,-111.9318,AZ,N/A
Accounting Data Analyst,43000,94000,68500,4.5,"Mastech Digital
4.5","Phoenix, AZ",33.5722,-112.0891,AZ,Staffing & Outsourcing
Data Analyst/Scientist Intern,43000,94000,68500,-1.0,Minit Charger,"Tempe, AZ",33.3881,-111.9318,AZ,Enterprise Software & Network Solutions
Senior Data Analyst,43000,94000,68500,-1.0,Discount Tire Corporate Careers,"Scottsdale, AZ",33.6872,-111.8651,AZ,N/A
Data Engineer/Database Analyst/Data Analyst,43000,94000,68500,3.7,"Infotree Service Inc
3.7","Chandler, AZ",33.2826,-111.8516,AZ,Advertising & Marketing
Data System Analyst with SQL,43000,94000,68500,4.3,"Wilco Source
4.3","Scottsdale, AZ",33.6872,-111.8651,AZ,N/A
Senior Data Analyst,43000,94000,68500,-1.0,Green Lion Search Group,"Tempe, AZ",33.3881,-111.9318,AZ,N/A
ETL QA / Data Analyst,43000,94000,68500,4.2,"Pegasus Knowledge Solutions
4.2","Scottsdale, AZ",33.6872,-111.8651,AZ,Accounting
Analyst Pharmacy Quality Data,43000,94000,68500,2.7,"AllianceRx Walgreens Prime
2.7","Tempe, AZ",33.3881,-111.9318,AZ,Biotech & Pharmaceuticals
"Analyst, Global Data Governance & Strategy",43000,94000,68500,2.9,"Circle K Stores, Inc.
2.9","Tempe, AZ",33.3881,-111.9318,AZ,Gas Stations
SQL/SAS Data Analyst,43000,94000,68500,3.6,"Signature Consultants
3.6","Chandler, AZ",33.2826,-111.8516,AZ,Staffing & Outsourcing
Senior Data Analyst,43000,94000,68500,-1.0,Pure Flix Digital,"Scottsdale, AZ",33.6872,-111.8651,AZ,N/A
Risk/Regulatory Reporting Project Data Analyst,43000,94000,68500,3.1,"MUFG
3.1","Tempe, AZ",33.3881,-111.9318,AZ,Banks & Credit Unions
Data Architect /Data Modeler/Data Analyst,43000,94000,68500,4.4,"Softcom Systems
4.4","Phoenix, AZ",33.5722,-112.0891,AZ,IT Services
Data Analyst - Mid-Level,43000,94000,68500,3.5,"The Judge Group, Inc.
3.5","Tempe, AZ",33.3881,-111.9318,AZ,Staffing & Outsourcing
Sr. Data Business Analyst-Docutech,43000,94000,68500,3.4,"First American Financial Corporation
3.4","Scottsdale, AZ",33.6872,-111.8651,AZ,Insurance Carriers
Information Security Data Analyst,43000,94000,68500,3.6,"ICST, LLC
3.6","Glendale, AZ",33.5791,-112.2311,AZ,Staffing & Outsourcing
Financial and Data Analyst,43000,94000,68500,3.8,"Equity Methods
3.8","Scottsdale, AZ",33.6872,-111.8651,AZ,Consulting
Transportation Data Analyst,43000,94000,68500,-1.0,Desert Choice Transport,"Glendale, AZ",33.5791,-112.2311,AZ,N/A
Civil Engineer/GIS Data Analyst,43000,94000,68500,3.7,"Stantec
3.7","Chandler, AZ",33.2826,-111.8516,AZ,Architectural & Engineering Services
IT Data Protection Analyst,43000,94000,68500,3.7,"CSAA Insurance Group
3.7","Glendale, AZ",33.5791,-112.2311,AZ,Insurance Carriers
Business Intelligence - Data Analyst,43000,94000,68500,3.8,"Crisis Response Network
3.8","Tempe, AZ",33.3881,-111.9318,AZ,Health Care Services & Hospitals
"Junior Data Analyst-Phoenix, AZ",43000,94000,68500,5.0,"Georgia IT Inc.
5.0","Phoenix, AZ",33.5722,-112.0891,AZ,N/A
"Data Analyst- San Antonio, Des Moines",43000,94000,68500,4.1,"Kforce
4.1","Chandler, AZ",33.2826,-111.8516,AZ,Staffing & Outsourcing
Data Analyst Senior,43000,94000,68500,4.1,"Kineticom
4.1","Chandler, AZ",33.2826,-111.8516,AZ,Staffing & Outsourcing
Data Analyst,48000,89000,68500,4.9,"NFF Inc
4.9","Washington, DC",38.9047,-77.0163,DC,IT Services
Data Analyst,48000,89000,68500,3.5,"Electronic Consulting Services, Inc.
3.5","Washington, DC",38.9047,-77.0163,DC,IT Services
Data Analyst,48000,89000,68500,5.0,"Spider Strategies
5.0","Arlington, VA",38.8786,-77.1011,VA,N/A
Senior Data Analyst Consultant,48000,89000,68500,3.4,"Afiniti
3.4","Washington, DC",38.9047,-77.0163,DC,Enterprise Software & Network Solutions
DATA SCIENCE & TAGGING ANALYST,48000,89000,68500,3.8,"Mission Essential
3.8","Bethesda, MD",38.9866,-77.1188,MD,Aerospace & Defense
Data Science Division - Research Analyst,48000,89000,68500,3.3,"CNA Corporation
3.3","Arlington, VA",38.8786,-77.1011,VA,Aerospace & Defense
Data Financial Analyst,48000,89000,68500,3.5,"Global TechPro
3.5","Washington, DC",38.9047,-77.0163,DC,IT Services
Data Analyst/Driver Messenger,48000,89000,68500,3.4,"ASRC Federal Holding Company LLC
3.4","Beltsville, MD",39.0394,-76.9211,MD,Aerospace & Defense
Data Analyst,48000,89000,68500,2.8,"Semantic Research Inc
2.8","Alexandria, VA",38.8185,-77.0861,VA,Computer Hardware & Software
Data Support Analyst,48000,89000,68500,5.0,"phia
5.0","Washington, DC",38.9047,-77.0163,DC,N/A
Data Analyst,48000,89000,68500,3.4,"Ronin Staffing, LLC
3.4","Washington, DC",38.9047,-77.0163,DC,Advertising & Marketing
Excel Financial Data Analyst,48000,89000,68500,-1.0,Get Me the Gig,"Washington, DC",38.9047,-77.0163,DC,IT Services
Emerging Capabilities Data Analyst with Security Clearance,48000,89000,68500,3.4,"Guidehouse
3.4","Washington, DC",38.9047,-77.0163,DC,Consulting
Data Financial Analyst,48000,89000,68500,4.0,"ALEX Alternative Experts LLC
4.0","Washington, DC",38.9047,-77.0163,DC,Consulting
Data Scientist Risk Analyst,48000,89000,68500,4.4,"Human Solutions Inc
4.4","Washington, DC",38.9047,-77.0163,DC,Aerospace & Defense
"Senior Analyst, Data Analytics",48000,89000,68500,3.7,"DuckerFrontier
3.7","Washington, DC",38.9047,-77.0163,DC,N/A
Knowledge Data Operations Analyst (Operational Medicine Program),48000,89000,68500,2.8,"Ho Chunk
2.8","Washington, DC",38.9047,-77.0163,DC,Convenience Stores & Truck Stops
Data Analyst,48000,89000,68500,3.8,"InnovaSystems International
3.8","Alexandria, VA",38.8185,-77.0861,VA,Computer Hardware & Software
Data Reporting Analyst,48000,89000,68500,4.0,"Latitude, Inc.
4.0","Rockville, MD",39.0834,-77.1552,MD,Consulting
"Data Analyst, Market Competitiveness (Full-Time, Exempt)",48000,89000,68500,2.9,"ACHP
2.9","Washington, DC",38.9047,-77.0163,DC,"Hotels, Motels, & Resorts"
GAO Analyst (Data Analysis),48000,89000,68500,3.5,"Government Accountability Office
3.5","Washington, DC",38.9047,-77.0163,DC,Federal Agencies
Senior Data Analyst,48000,89000,68500,5.0,"JCD Staffing
5.0","Washington, DC",38.9047,-77.0163,DC,N/A
Data Analyst - Evening,48000,89000,68500,4.3,"Chenega MIOS
4.3","Washington, DC",38.9047,-77.0163,DC,Aerospace & Defense
Data Analyst,48000,89000,68500,5.0,"Staffigo Technical Services, LLC
5.0","Hyattsville, MD",38.9612,-76.9548,MD,IT Services
Data Analyst,48000,89000,68500,3.4,"Amentum
3.4","Chantilly, VA",38.8868,-77.4453,VA,N/A
Data Analyst,48000,89000,68500,4.5,"Piper Companies
4.5","Arlington, VA",38.8786,-77.1011,VA,Staffing & Outsourcing
Data Analyst,48000,89000,68500,3.9,"NetImpact Strategies
3.9","Vienna, VA",38.8996,-77.2597,VA,Consulting
"Data Analyst/Data Modeler (ETL Developer/Data Management), #162020CIT-ITS (NEASO Internal Only Posti",48000,89000,68500,3.5,"National Education Association
3.5","Washington, DC",38.9047,-77.0163,DC,Membership Organizations
UX/UI Tableau and Data Analyst,48000,89000,68500,2.8,"K&M Systems
2.8","Tysons, VA",38.9215,-77.2273,VA,Consulting
Data Cleanse Analyst,48000,89000,68500,3.7,"Grant Thornton
3.7","Arlington, VA",38.8786,-77.1011,VA,Accounting
Risk Reporting Data Analyst,49000,88000,68500,3.1,"Strategic Staffing Solutions
3.1","Chesterfield, MO",38.6588,-90.5804,MO,Staffing & Outsourcing
Senior Data and Reporting Analyst,49000,88000,68500,4.1,"Kforce
4.1","Maryland Heights, MO",38.7189,-90.4749,MO,Staffing & Outsourcing
Senior IT Analyst / Data Analyst --- Remote --- must have Health Care experience,49000,88000,68500,5.0,"Applet Systems
5.0","Maryland Heights, MO",38.7189,-90.4749,MO,Computer Hardware & Software
QM Master Data Analyst - eData,49000,88000,68500,4.0,"Merck KGaA
4.0","Saint Louis, MO",38.6358,-90.2451,MO,Biotech & Pharmaceuticals
Senior Data Warehouse Business Analyst,49000,88000,68500,4.8,"LevelUP HCS
4.8","Saint Louis, MO",38.6358,-90.2451,MO,Staffing & Outsourcing
System Data Analyst,49000,88000,68500,3.7,"SAIC
3.7","Scott AFB, IL",38.5412,-89.8528,IL,Enterprise Software & Network Solutions
Data Governance and Compliance Analyst (with LIMS experience),49000,88000,68500,3.7,"Infotree Service Inc
3.7","Saint Louis, MO",38.6358,-90.2451,MO,Advertising & Marketing
Senior Business System Analyst (Data Modeling),49000,88000,68500,-1.0,CEDENT,"Saint Louis, MO",38.6358,-90.2451,MO,Computer Hardware & Software
"Data Analyst III(SQL, Business Intelligence)",49000,88000,68500,3.3,"Centene Corporation
3.3","Clayton, MO",38.6444,-90.3302,MO,Insurance Carriers
Data Analyst IV,49000,88000,68500,3.6,"Prospect Infosys
3.6","Clayton, MO",38.6444,-90.3302,MO,Consulting
Business Operations Specialist Junior (Data Analyst),49000,88000,68500,4.2,"Sawdey Solution Services, Inc.
4.2","Scott AFB, IL",38.5412,-89.8528,IL,Aerospace & Defense
Data Analyst II NO C2C,49000,88000,68500,4.0,"Metro Systems Inc
4.0","Maryland Heights, MO",38.7189,-90.4749,MO,Staffing & Outsourcing
Senior Business System Analyst (Data Modeling),49000,88000,68500,3.3,"Cedent Consulting
3.3","Saint Louis, MO",38.6358,-90.2451,MO,Consulting
"Data Analyst III (Healthcare Analytics) (MicroStrategy, Tableau)",49000,88000,68500,3.3,"Centene Corporation
3.3","Clayton, MO",38.6444,-90.3302,MO,Insurance Carriers
"Data Analyst III (Healthcare Analytics) (MicroStrategy, Tableau)",49000,88000,68500,2.0,"Corporate
2.0","Clayton, MO",38.6444,-90.3302,MO,N/A
Sr. IT Analyst (Data),49000,88000,68500,4.9,"Adaptive Solutions Group
4.9","Maryland Heights, MO",38.7189,-90.4749,MO,Staffing & Outsourcing
Master Data Technical Analyst,49000,88000,68500,4.1,"APN Software Services Inc.
4.1","Earth City, MO",38.6358,-90.2451,MO,Computer Hardware & Software
Lead Data Analyst/Engineer,49000,88000,68500,4.2,"CyberCoders
4.2","Chesterfield, MO",38.6588,-90.5804,MO,Staffing & Outsourcing
IT Analyst II - Master data Management,49000,88000,68500,-1.0,Panasonic Corporation of North America,"Bridgeton, MO",38.7673,-90.4275,MO,N/A
Material Master Data Analyst,49000,88000,68500,4.1,"Sabert
4.1","Sayreville, NJ",40.4656,-74.3237,NJ,Industrial Manufacturing
Policy Analyst - Data,49000,88000,68500,3.3,"New York City Taxi and Limousine Commission
3.3","New York, NY",40.6943,-73.9249,NY,Municipal Governments
"VP, Research Project Analyst/Data Management",49000,88000,68500,3.8,"Citibank
3.8","New York, NY",40.6943,-73.9249,NY,Lending
Senior Investment Data Analyst,49000,88000,68500,4.9,"Durlston Partners
4.9","New York, NY",40.6943,-73.9249,NY,Staffing & Outsourcing
"Supply Chain Data Analyst Manager, OPI",49000,88000,68500,2.5,"Kiss Products
2.5","Piscataway, NJ",40.2236,-74.7641,NJ,Consumer Products Manufacturing
Sr. Business Analyst with Data Modeling experience,49000,88000,68500,3.9,"Redefined Corp
3.9","New York, NY",40.6943,-73.9249,NY,Consulting
Data Management Analyst (ADDM04) SEC SVCS OPS DATA GOVERNANCE - NA,49000,88000,68500,3.9,"JPMorgan Chase & Co.
3.9","Brooklyn, NY",40.6501,-73.9496,NY,Investment Banking & Asset Management
Senior Data Analyst / Scientist,49000,88000,68500,-1.0,CEDENT,"New York, NY",40.6943,-73.9249,NY,Computer Hardware & Software
Data Analyst - Cardiac Cath Lab,49000,88000,68500,2.1,"Barnabas Health
2.1","West Orange, NJ",40.2236,-74.7641,NJ,N/A
"Manager of Data Systems, Program Analystics, and Reporting",49000,88000,68500,3.4,"City of New York
3.4","New York, NY",40.6943,-73.9249,NY,Municipal Governments
TX Healthcare Data/Reporting Analyst,49000,88000,68500,3.9,"Diverse Lynx
3.9","New York, NY",40.6943,-73.9249,NY,IT Services
"Data Processing & Performance Analyst Springfield Gardens, NY",49000,88000,68500,2.7,"Brink's
2.7","Springfield Gardens, NY",40.6943,-73.9249,NY,Security Services
Serialization Data Analyst,49000,88000,68500,-1.0,AIC (part of ACS Group),"New Brunswick, NJ",40.487,-74.445,NJ,N/A
Business Analyst - Chief Data Office,49000,88000,68500,3.8,"Citibank
3.8","New York, NY",40.6943,-73.9249,NY,Lending
Senior Healthcare Data Analyst,49000,88000,68500,4.5,"RAMPS International Inc
4.5","New York, NY",40.6943,-73.9249,NY,Consulting
"Sr Business Data Analyst SAP SD/MM/PP , Data Migration",49000,88000,68500,3.4,"EVERSANA
3.4","New York, NY",40.6943,-73.9249,NY,Biotech & Pharmaceuticals
Sr. Enterprise BI Data Analyst,48000,88000,68000,3.0,"DJO Global
3.0","Dallas, TX",32.7936,-96.7662,TX,Health Care Products Manufacturing
Data/Business Solutions Analyst - Jr,48000,88000,68000,4.1,"Kforce
4.1","Plano, TX",33.0502,-96.7487,TX,Staffing & Outsourcing
System Analyst(Big Data/Hadoop),48000,88000,68000,4.0,"silverXis inc
4.0","Irving, TX",32.8584,-96.9702,TX,IT Services
Pricing Data Analyst,48000,88000,68000,4.1,"Kforce
4.1","Plano, TX",33.0502,-96.7487,TX,Staffing & Outsourcing
Data Management Analyst,48000,88000,68000,3.2,"Community Hospital Corporation
3.2","Plano, TX",33.0502,-96.7487,TX,Health Care Services & Hospitals
Application Vulnerability Governance Lead Data Analyst,48000,88000,68000,3.7,"Citi
3.7","Irving, TX",32.8584,-96.9702,TX,Investment Banking & Asset Management
SAP Data Analyst (Contract),48000,88000,68000,4.0,"Two95 International Inc.
4.0","Irving, TX",32.8584,-96.9702,TX,Staffing & Outsourcing
LAWSON LANDMARK DATA EXTRACT ANALYST,48000,88000,68000,3.5,"CTG
3.5","Dallas, TX",32.7936,-96.7662,TX,N/A
Business Analytics Analyst II (Data Concierge),48000,88000,68000,4.2,"University of Texas at Arlington
4.2","Arlington, TX",32.6998,-97.125,TX,Colleges & Universities
Data Science Sr. Analyst,48000,88000,68000,4.5,"Radiant Digital
4.5","Dallas, TX",32.7936,-96.7662,TX,N/A
Data Analyst -0517 Suv,48000,88000,68000,3.8,"Vastika
3.8","Irving, TX",32.8584,-96.9702,TX,"Health, Beauty, & Fitness"
Network Data Analyst,48000,88000,68000,4.3,"PeopleNTech LLC
4.3","Dallas, TX",32.7936,-96.7662,TX,IT Services
Technical Data Analyst Accounting,48000,88000,68000,3.7,"eTeam Inc.
3.7","Irving, TX",32.8584,-96.9702,TX,Staffing & Outsourcing
Data Analyst: II (Intermediate),48000,88000,68000,4.4,"Ava Consulting
4.4","Irving, TX",32.8584,-96.9702,TX,IT Services
Senior Enterprise Data Management Analyst,48000,88000,68000,3.1,"Molex
3.1","Dallas, TX",32.7936,-96.7662,TX,Electrical & Electronic Manufacturing
Data Quality Analyst,48000,88000,68000,3.2,"Net2Source
3.2","Richardson, TX",32.9717,-96.7093,TX,Staffing & Outsourcing
Data Analyst - IT Administrator,48000,88000,68000,3.3,"ClientSolv Technologies
3.3","Allen, TX",33.1088,-96.6735,TX,IT Services
Senior Data Analyst,48000,88000,68000,2.8,"Ho Chunk
2.8","Arlington, TX",32.6998,-97.125,TX,Convenience Stores & Truck Stops
Data Analyst Lead - Air/Technical Operations,48000,88000,68000,4.0,"Lorven Technologies Inc
4.0","Richardson, TX",32.9717,-96.7093,TX,Accounting
"Analyst, Client Data II",48000,88000,68000,3.4,"Mosaic Sales Solutions
3.4","Irving, TX",32.8584,-96.9702,TX,Advertising & Marketing
DATA ENGINEER / DATA ANALYST,48000,88000,68000,3.9,"Diverse Lynx
3.9","Plano, TX",33.0502,-96.7487,TX,IT Services
Jr. Data Warehouse Systems Analyst,48000,88000,68000,3.2,"Net2Source
3.2","Richardson, TX",32.9717,-96.7093,TX,Staffing & Outsourcing
"Data Management Analyst in Plano, TX at Community Hospital Corporation",48000,88000,68000,3.5,"Community Hospital
3.5","Plano, TX",33.0502,-96.7487,TX,Health Care Services & Hospitals
QA Automation Analyst with Big data technology,48000,88000,68000,3.4,"TECHNOCRAFT Solutions
3.4","Richardson, TX",32.9717,-96.7093,TX,Advertising & Marketing
Data Analyst Lead - Commercial,48000,88000,68000,4.0,"Lorven Technologies Inc
4.0","Richardson, TX",32.9717,-96.7093,TX,Accounting
Senior Data Analyst - Property Operations,48000,88000,68000,4.3,"Mill Creek Residential Trust
4.3","Dallas, TX",32.7936,-96.7662,TX,Real Estate
Sr Data Management Analyst,48000,88000,68000,3.5,"Employbridge
3.5","Irving, TX",32.8584,-96.9702,TX,Staffing & Outsourcing
"Data Analyst, Military Forecasting",50000,86000,68000,3.3,"Textron
3.3","Fort Worth, TX",32.7811,-97.3473,TX,Aerospace & Defense
Human Performance Data Analyst,50000,86000,68000,4.6,"Reef Systems
4.6","Fort Worth, TX",32.7811,-97.3473,TX,N/A
Medical Data Analyst,50000,86000,68000,3.8,"CornerStone Staffing
3.8","Fort Worth, TX",32.7811,-97.3473,TX,Staffing & Outsourcing
Data Analyst,50000,86000,68000,-1.0,Thinkfind Corporation,"Fort Worth, TX",32.7811,-97.3473,TX,IT Services
"Data Analyst, Military Forecasting",50000,86000,68000,3.9,"Bell Helicopter
3.9","Fort Worth, TX",32.7811,-97.3473,TX,Aerospace & Defense
Data Reporting Analyst,50000,86000,68000,3.1,"E Business International
3.1","Fort Worth, TX",32.7811,-97.3473,TX,IT Services
Data Analyst,50000,86000,68000,4.4,"InfoVision, Inc.
4.4","Irving, TX",32.8584,-96.9702,TX,IT Services
Data Analyst Assistant,50000,86000,68000,5.0,"Company Confidenital
5.0","Fort Worth, TX",32.7811,-97.3473,TX,Staffing & Outsourcing
Systems Engineer - Data Analyst (Level 3),50000,86000,68000,3.8,"Lockheed Martin
3.8","Fort Worth, TX",32.7811,-97.3473,TX,Aerospace & Defense
Sr Data Analyst,50000,86000,68000,2.9,"GM Financial
2.9","Fort Worth, TX",32.7811,-97.3473,TX,Lending
Data/Sales Analyst,50000,86000,68000,-1.0,Samsung HVAC,"Roanoke, TX",33.0148,-97.2268,TX,Commercial Equipment Repair & Maintenance
Analytic Consultant 4 - Data Analyst,50000,86000,68000,3.6,"Wells Fargo
3.6","Charlotte, NC",35.208,-80.8304,NC,Banks & Credit Unions
Operations Data Analyst,50000,86000,68000,3.8,"Brighthouse Financial
3.8","Charlotte, NC",35.208,-80.8304,NC,Insurance Carriers
Data Business Analyst,50000,86000,68000,5.0,"Payzer
5.0","Charlotte, NC",35.208,-80.8304,NC,N/A
Federal - Data Analyst,50000,86000,68000,3.9,"Accenture
3.9","Charlotte, NC",35.208,-80.8304,NC,Consulting
Data Analyst,50000,86000,68000,3.8,"Tata Consultancy Services
3.8","Charlotte, NC",35.208,-80.8304,NC,Computer Hardware & Software
Marketing Data Analyst,50000,86000,68000,5.0,"Trivest
5.0","Mooresville, NC",35.5849,-80.8265,NC,Venture Capital & Private Equity
Data Analyst I (Strong Salesforce.com),50000,86000,68000,3.4,"pureIntegration
3.4","Charlotte, NC",35.208,-80.8304,NC,Enterprise Software & Network Solutions
Data Analyst I,50000,86000,68000,4.1,"Kforce
4.1","Charlotte, NC",35.208,-80.8304,NC,Staffing & Outsourcing
Data Analyst,50000,86000,68000,4.1,"Collabera
4.1","Charlotte, NC",35.208,-80.8304,NC,IT Services
Data Analyst,50000,86000,68000,3.9,"TEKsystems
3.9","Charlotte, NC",35.208,-80.8304,NC,Staffing & Outsourcing
Data Analyst,50000,86000,68000,3.9,"Artech LLC
3.9","Charlotte, NC",35.208,-80.8304,NC,Staffing & Outsourcing
Financial Data Analyst,50000,86000,68000,3.6,"Randstad
3.6","Charlotte, NC",35.208,-80.8304,NC,Staffing & Outsourcing
Data Analyst,50000,86000,68000,3.4,"Matlen Silver
3.4","Charlotte, NC",35.208,-80.8304,NC,IT Services
Data Analyst,50000,86000,68000,3.6,"Randstad
3.6","Charlotte, NC",35.208,-80.8304,NC,Staffing & Outsourcing
Data Analyst,50000,86000,68000,3.8,"Diversant LLC
3.8","Charlotte, NC",35.208,-80.8304,NC,Staffing & Outsourcing
Data Science Analyst,50000,86000,68000,3.6,"Signature Consultants
3.6","Charlotte, NC",35.208,-80.8304,NC,Staffing & Outsourcing
Data Analyst,50000,86000,68000,4.1,"Sysmind LLC
4.1","Charlotte, NC",35.208,-80.8304,NC,Enterprise Software & Network Solutions
Data Analyst,50000,86000,68000,3.7,"Tata Consultancy Services (North America)
3.7","Charlotte, NC",35.208,-80.8304,NC,IT Services
Business Data Analyst,50000,86000,68000,3.5,"Robert Half
3.5","Charlotte, NC",35.208,-80.8304,NC,Staffing & Outsourcing
Data Analyst,50000,86000,68000,4.1,"Kforce
4.1","Charlotte, NC",35.208,-80.8304,NC,Staffing & Outsourcing
Data Business Analyst,50000,86000,68000,3.9,"TEKsystems
3.9","Charlotte, NC",35.208,-80.8304,NC,Staffing & Outsourcing
Junior Data Analyst,50000,86000,68000,5.0,"Staffigo Technical Services, LLC
5.0","Charlotte, NC",35.208,-80.8304,NC,IT Services
Data Analyst,50000,86000,68000,4.6,"Conch Technologies, Inc
4.6","Charlotte, NC",35.208,-80.8304,NC,Consulting
Data Analyst,50000,86000,68000,3.2,"Neo Prism Solutions
3.2","Charlotte, NC",35.208,-80.8304,NC,Accounting
Data Management Analyst,50000,86000,68000,3.9,"TEKsystems, Inc
3.9","Charlotte, NC",35.208,-80.8304,NC,Staffing & Outsourcing
Financial Data Analyst - Full Time,50000,86000,68000,-1.0,Data Bridge Consultants,"Charlotte, NC",35.208,-80.8304,NC,N/A
Data analyst,50000,86000,68000,4.7,"Resource Logistics, Inc.
4.7","Charlotte, NC",35.208,-80.8304,NC,Logistics & Supply Chain
Data Analyst,50000,86000,68000,3.9,"Diverse Lynx
3.9","Charlotte, NC",35.208,-80.8304,NC,IT Services
Senior CX Data Analyst,50000,86000,68000,3.2,"Vanguard
3.2","Charlotte, NC",35.208,-80.8304,NC,Investment Banking & Asset Management
Data Engineer/Analyst,50000,86000,68000,3.3,"Vaco Technology
3.3","Charlotte, NC",35.208,-80.8304,NC,Consulting
Analyst Quality Data Sr,48000,87000,67500,3.7,"University Health System
3.7","San Antonio, TX",29.4658,-98.5253,TX,Health Care Services & Hospitals
Data/Business Solutions Analyst,48000,87000,67500,3.8,"Apex Systems
3.8","San Antonio, TX",29.4658,-98.5253,TX,Staffing & Outsourcing
Lead Data Analyst,48000,87000,67500,-1.0,South Texas Radiology Group PA,"San Antonio, TX",29.4658,-98.5253,TX,N/A
Data Quality Senior Risk Analyst,48000,87000,67500,3.8,"Enterprise Solutions Inc
3.8","San Antonio, TX",29.4658,-98.5253,TX,Staffing & Outsourcing
Senior Risk Analyst-Data,48000,87000,67500,4.0,"Peyton Resource Group
4.0","San Antonio, TX",29.4658,-98.5253,TX,Staffing & Outsourcing
Data Analyst,48000,87000,67500,3.4,"OBXtek
3.4","Scott AFB, IL",38.5412,-89.8528,IL,IT Services
Flight Data Analyst,48000,87000,67500,4.0,"Intelligent Waves LLC
4.0","Edwards AFB, CA",34.9045,-117.9295,CA,Enterprise Software & Network Solutions
Data Scientist / BI Analyst,48000,87000,67500,3.2,"Numeric, LLC
3.2","Phila, PA",40.0077,-75.1339,PA,Staffing & Outsourcing
Data Transformation Analyst,57000,77000,67000,5.0,"Centric Consulting
5.0","Indianapolis, IN",39.7771,-86.1458,IN,Consulting
Healthcare Data Analyst,57000,77000,67000,3.8,"Milliman
3.8","Indianapolis, IN",39.7771,-86.1458,IN,Consulting
Analyst-Data,57000,77000,67000,3.6,"Indiana University Health
3.6","Indianapolis, IN",39.7771,-86.1458,IN,Health Care Services & Hospitals
Data Analyst,57000,77000,67000,3.9,"Pyramid Technology Solutions, Inc.
3.9","Indianapolis, IN",39.7771,-86.1458,IN,IT Services
Junior Data Analyst,57000,77000,67000,5.0,"Staffigo Technical Services, LLC
5.0","Indianapolis, IN",39.7771,-86.1458,IN,IT Services
Data Quality Analyst,57000,77000,67000,1.0,"Diverse Tech Staffing
1.0","Indianapolis, IN",39.7771,-86.1458,IN,N/A
Healthcare Data Analyst,57000,77000,67000,2.9,"Jane Pauley Community Health Center
2.9","Indianapolis, IN",39.7771,-86.1458,IN,Health Care Services & Hospitals
Data Solutions Analyst,57000,77000,67000,3.6,"Indiana University Health
3.6","Indianapolis, IN",39.7771,-86.1458,IN,Health Care Services & Hospitals
Intermediate Data Science Analyst,57000,77000,67000,3.6,"Indiana University Health
3.6","Indianapolis, IN",39.7771,-86.1458,IN,Health Care Services & Hospitals
Healthcare Data Analyst Intern,57000,77000,67000,3.8,"Milliman
3.8","Indianapolis, IN",39.7771,-86.1458,IN,Consulting
BI Data Analyst,57000,77000,67000,3.9,"Pinnacle Partners
3.9","Indianapolis, IN",39.7771,-86.1458,IN,Banks & Credit Unions
Data Analyst,57000,77000,67000,2.8,"BCforward
2.8","Indianapolis, IN",39.7771,-86.1458,IN,IT Services
Data Analyst,57000,77000,67000,3.2,"dormakaba
3.2","Indianapolis, IN",39.7771,-86.1458,IN,Miscellaneous Manufacturing
Data Governance Analyst,57000,77000,67000,3.3,"GEICO
3.3","Indianapolis, IN",39.7771,-86.1458,IN,Insurance Carriers
Data Analyst,57000,77000,67000,3.0,"Bell Techlogix
3.0","Indianapolis, IN",39.7771,-86.1458,IN,IT Services
